Strain,Stress,YoungsModulus,TensileStrength
0.013932,14419999.999999998,148320649.02570453,35940000.0
0.014997,13420000.0,148320649.02570453,35940000.0
0.015796,14170000.0,148320649.02570453,35940000.0
0.016032,13420000.0,148320649.02570453,35940000.0
0.016333,13590000.0,148320649.02570453,35940000.0
0.016344,14580000.0,148320649.02570453,35940000.0
0.016441,14750000.0,148320649.02570453,35940000.0
0.01668,14170000.0,148320649.02570453,35940000.0
0.016973,14829999.999999998,148320649.02570453,35940000.0
0.017169,14909999.999999998,148320649.02570453,35940000.0
0.017208,14829999.999999998,148320649.02570453,35940000.0
0.017515,14170000.0,148320649.02570453,35940000.0
0.01756,15250000.0,148320649.02570453,35940000.0
0.017883,15410000.0,148320649.02570453,35940000.0
0.017952,14909999.999999998,148320649.02570453,35940000.0
0.017966,15820000.0,148320649.02570453,35940000.0
0.018153,13760000.0,148320649.02570453,35940000.0
0.018428,15740000.0,148320649.02570453,35940000.0
0.018486,14499999.999999998,148320649.02570453,35940000.0
0.018584,14250000.0,148320649.02570453,35940000.0
0.018887,15080000.0,148320649.02570453,35940000.0
0.019016,15250000.0,148320649.02570453,35940000.0
0.019265,15490000.0,148320649.02570453,35940000.0
0.019617,14829999.999999998,148320649.02570453,35940000.0
0.019794,16069999.999999998,148320649.02570453,35940000.0
0.019941,15410000.0,148320649.02570453,35940000.0
0.020114,14580000.0,148320649.02570453,35940000.0
0.020569,15659999.999999998,148320649.02570453,35940000.0
0.020782,15490000.0,148320649.02570453,35940000.0
0.021039,16399999.999999998,148320649.02570453,35940000.0
0.021358,16739999.999999998,148320649.02570453,35940000.0
0.021627,16240000.0,148320649.02570453,35940000.0
0.021818,17400000.0,148320649.02570453,35940000.0
0.022239,15490000.0,148320649.02570453,35940000.0
0.022363,16570000.0,148320649.02570453,35940000.0
0.02257,15659999.999999998,148320649.02570453,35940000.0
0.022764,15989999.999999998,148320649.02570453,35940000.0
0.023189,17480000.0,148320649.02570453,35940000.0
0.02329,16650000.0,148320649.02570453,35940000.0
0.023507,16570000.0,148320649.02570453,35940000.0
0.023763,16069999.999999998,148320649.02570453,35940000.0
0.023997,16570000.0,148320649.02570453,35940000.0
0.02416,16739999.999999998,148320649.02570453,35940000.0
0.024375,16069999.999999998,148320649.02570453,35940000.0
0.024712,17400000.0,148320649.02570453,35940000.0
0.024889,16820000.0,148320649.02570453,35940000.0
0.02512,16069999.999999998,148320649.02570453,35940000.0
0.025381,17810000.0,148320649.02570453,35940000.0
0.025591,16570000.0,148320649.02570453,35940000.0
0.031686,17230000.0,148320649.02570453,35940000.0
0.031894,17310000.0,148320649.02570453,35940000.0
0.032084,17070000.0,148320649.02570453,35940000.0
0.03231,17310000.0,148320649.02570453,35940000.0
0.032591,17480000.0,148320649.02570453,35940000.0
0.032788,17650000.0,148320649.02570453,35940000.0
0.032907,17650000.0,148320649.02570453,35940000.0
0.033241,17980000.0,148320649.02570453,35940000.0
0.033332,18390000.0,148320649.02570453,35940000.0
0.033612,17480000.0,148320649.02570453,35940000.0
0.033961,17400000.0,148320649.02570453,35940000.0
0.034144,18560000.0,148320649.02570453,35940000.0
0.034332,17230000.0,148320649.02570453,35940000.0
0.034527,17890000.0,148320649.02570453,35940000.0
0.034853,17890000.0,148320649.02570453,35940000.0
0.035051,18140000.0,148320649.02570453,35940000.0
0.035269,17070000.0,148320649.02570453,35940000.0
0.035554,18970000.0,148320649.02570453,35940000.0
0.035774,18310000.0,148320649.02570453,35940000.0
0.035996,18640000.0,148320649.02570453,35940000.0
0.036383,17310000.0,148320649.02570453,35940000.0
0.036489,17560000.0,148320649.02570453,35940000.0
0.036709,18230000.0,148320649.02570453,35940000.0
0.037041,18970000.0,148320649.02570453,35940000.0
0.037128,17310000.0,148320649.02570453,35940000.0
0.037394,18390000.0,148320649.02570453,35940000.0
0.037669,18140000.0,148320649.02570453,35940000.0
0.037981,17980000.0,148320649.02570453,35940000.0
0.03808,17650000.0,148320649.02570453,35940000.0
0.038254,18390000.0,148320649.02570453,35940000.0
0.038466,19719999.999999996,148320649.02570453,35940000.0
0.038595,18390000.0,148320649.02570453,35940000.0
0.038792,18970000.0,148320649.02570453,35940000.0
0.038833,18970000.0,148320649.02570453,35940000.0
0.038974,19050000.0,148320649.02570453,35940000.0
0.039048,19140000.0,148320649.02570453,35940000.0
0.039247,17890000.0,148320649.02570453,35940000.0
0.039346,17980000.0,148320649.02570453,35940000.0
