Strain,Stress,YoungsModulus,TensileStrength
0.00921,6470000.0,60102589.157221705,10440000.0
0.010673,5640000.0,60102589.157221705,10440000.0
0.010925,5559999.999999999,60102589.157221705,10440000.0
0.011159,5559999.999999999,60102589.157221705,10440000.0
0.011511,6970000.0,60102589.157221705,10440000.0
0.01156,5730000.0,60102589.157221705,10440000.0
0.011687,5559999.999999999,60102589.157221705,10440000.0
0.011958,7050000.0,60102589.157221705,10440000.0
0.01224,6390000.0,60102589.157221705,10440000.0
0.012432,6220000.0,60102589.157221705,10440000.0
0.01256,6719999.999999999,60102589.157221705,10440000.0
0.012771,5559999.999999999,60102589.157221705,10440000.0
0.012906,6800000.0,60102589.157221705,10440000.0
0.013254,5640000.0,60102589.157221705,10440000.0
0.013313,5970000.0,60102589.157221705,10440000.0
0.013755,6310000.0,60102589.157221705,10440000.0
0.01385,6139999.999999999,60102589.157221705,10440000.0
0.014063,6139999.999999999,60102589.157221705,10440000.0
0.014515,5480000.0,60102589.157221705,10440000.0
0.014602,6470000.0,60102589.157221705,10440000.0
0.01478,6220000.0,60102589.157221705,10440000.0
0.015002,6800000.0,60102589.157221705,10440000.0
0.015244,6719999.999999999,60102589.157221705,10440000.0
0.015487,5890000.0,60102589.157221705,10440000.0
0.015617,7550000.0,60102589.157221705,10440000.0
0.015871,6550000.0,60102589.157221705,10440000.0
0.016054,6060000.0,60102589.157221705,10440000.0
0.016263,5640000.0,60102589.157221705,10440000.0
0.016487,6310000.0,60102589.157221705,10440000.0
0.016741,7960000.0,60102589.157221705,10440000.0
0.016884,7299999.999999999,60102589.157221705,10440000.0
0.017176,6139999.999999999,60102589.157221705,10440000.0
0.017365,7220000.0,60102589.157221705,10440000.0
0.017695,5480000.0,60102589.157221705,10440000.0
0.017916,6880000.0,60102589.157221705,10440000.0
0.018124,6220000.0,60102589.157221705,10440000.0
0.018201,7550000.0,60102589.157221705,10440000.0
0.018522,5640000.0,60102589.157221705,10440000.0
0.018755,7460000.0,60102589.157221705,10440000.0
0.018959,8040000.0,60102589.157221705,10440000.0
0.019162,6310000.0,60102589.157221705,10440000.0
0.019457,7130000.0,60102589.157221705,10440000.0
0.019772,6970000.0,60102589.157221705,10440000.0
0.019791,6139999.999999999,60102589.157221705,10440000.0
0.020037,7800000.0,60102589.157221705,10440000.0
0.020305,5970000.0,60102589.157221705,10440000.0
0.020689,6470000.0,60102589.157221705,10440000.0
0.020826,7630000.0,60102589.157221705,10440000.0
0.021004,8290000.0,60102589.157221705,10440000.0
0.021326,8040000.0,60102589.157221705,10440000.0
0.021551,7800000.0,60102589.157221705,10440000.0
0.021671,6390000.0,60102589.157221705,10440000.0
0.021969,8040000.0,60102589.157221705,10440000.0
0.022045,7380000.0,60102589.157221705,10440000.0
0.022418,6139999.999999999,60102589.157221705,10440000.0
0.022763,9290000.0,60102589.157221705,10440000.0
0.022934,6550000.0,60102589.157221705,10440000.0
0.023308,8540000.0,60102589.157221705,10440000.0
0.023408,7710000.0,60102589.157221705,10440000.0
0.023497,7630000.0,60102589.157221705,10440000.0
0.024109,7630000.0,60102589.157221705,10440000.0
0.024155,8130000.0,60102589.157221705,10440000.0
0.024584,8369999.999999999,60102589.157221705,10440000.0
0.024659,6139999.999999999,60102589.157221705,10440000.0
0.024913,6470000.0,60102589.157221705,10440000.0
0.025324,7800000.0,60102589.157221705,10440000.0
0.02553,7380000.0,60102589.157221705,10440000.0
0.025637,7380000.0,60102589.157221705,10440000.0
0.02591,8369999.999999999,60102589.157221705,10440000.0
0.026277,8540000.0,60102589.157221705,10440000.0
0.026525,7630000.0,60102589.157221705,10440000.0
0.026715,8460000.0,60102589.157221705,10440000.0
0.027053,8210000.0,60102589.157221705,10440000.0
0.027104,6470000.0,60102589.157221705,10440000.0
0.027569,9290000.0,60102589.157221705,10440000.0
0.028359,7710000.0,60102589.157221705,10440000.0
0.028725,8870000.0,60102589.157221705,10440000.0
0.028913,7130000.0,60102589.157221705,10440000.0
0.029089,7460000.0,60102589.157221705,10440000.0
0.029436,7630000.0,60102589.157221705,10440000.0
0.029674,7380000.0,60102589.157221705,10440000.0
0.029997,7710000.0,60102589.157221705,10440000.0
0.030303,7550000.0,60102589.157221705,10440000.0
0.030517,8460000.0,60102589.157221705,10440000.0
0.030718,8290000.0,60102589.157221705,10440000.0
0.030861,7130000.0,60102589.157221705,10440000.0
0.031224,8870000.0,60102589.157221705,10440000.0
0.031597,8290000.0,60102589.157221705,10440000.0
0.031768,7550000.0,60102589.157221705,10440000.0
0.032071,9450000.0,60102589.157221705,10440000.0
0.032215,8460000.0,60102589.157221705,10440000.0
0.032546,8540000.0,60102589.157221705,10440000.0
0.032996,8620000.0,60102589.157221705,10440000.0
0.033094,7050000.0,60102589.157221705,10440000.0
0.033402,7879999.999999999,60102589.157221705,10440000.0
0.033644,8130000.0,60102589.157221705,10440000.0
0.033945,7800000.0,60102589.157221705,10440000.0
0.03425,7380000.0,60102589.157221705,10440000.0
0.034362,8210000.0,60102589.157221705,10440000.0
0.034735,8130000.0,60102589.157221705,10440000.0
0.03489,9290000.0,60102589.157221705,10440000.0
0.035131,8290000.0,60102589.157221705,10440000.0
0.03544,8040000.0,60102589.157221705,10440000.0
0.035622,9290000.0,60102589.157221705,10440000.0
0.036005,7380000.0,60102589.157221705,10440000.0
0.036267,8369999.999999999,60102589.157221705,10440000.0
0.036452,9700000.0,60102589.157221705,10440000.0
0.03685,8950000.0,60102589.157221705,10440000.0
0.037037,8540000.0,60102589.157221705,10440000.0
0.037246,7380000.0,60102589.157221705,10440000.0
0.037574,7800000.0,60102589.157221705,10440000.0
0.037893,7550000.0,60102589.157221705,10440000.0
0.03815,8040000.0,60102589.157221705,10440000.0
0.038252,7220000.0,60102589.157221705,10440000.0
0.038473,8040000.0,60102589.157221705,10440000.0
0.038841,8460000.0,60102589.157221705,10440000.0
0.039153,8210000.0,60102589.157221705,10440000.0
0.039406,7960000.0,60102589.157221705,10440000.0
0.039633,7550000.0,60102589.157221705,10440000.0
0.039853,7800000.0,60102589.157221705,10440000.0
0.040286,8950000.0,60102589.157221705,10440000.0
0.040421,7460000.0,60102589.157221705,10440000.0
0.04072,9200000.0,60102589.157221705,10440000.0
0.040886,8130000.0,60102589.157221705,10440000.0
0.041265,7710000.0,60102589.157221705,10440000.0
0.041612,7879999.999999999,60102589.157221705,10440000.0
0.041821,6880000.0,60102589.157221705,10440000.0
0.042132,8620000.0,60102589.157221705,10440000.0
0.042246,8040000.0,60102589.157221705,10440000.0
0.042698,9120000.0,60102589.157221705,10440000.0
0.042875,8040000.0,60102589.157221705,10440000.0
0.043002,8210000.0,60102589.157221705,10440000.0
0.04353,8790000.0,60102589.157221705,10440000.0
0.04373,7550000.0,60102589.157221705,10440000.0
0.04393,9200000.0,60102589.157221705,10440000.0
0.044231,8710000.0,60102589.157221705,10440000.0
0.044446,8210000.0,60102589.157221705,10440000.0
0.044694,7299999.999999999,60102589.157221705,10440000.0
0.045055,8040000.0,60102589.157221705,10440000.0
0.04542,7960000.0,60102589.157221705,10440000.0
0.045771,7220000.0,60102589.157221705,10440000.0
0.045884,8040000.0,60102589.157221705,10440000.0
0.046199,8950000.0,60102589.157221705,10440000.0
0.046456,9200000.0,60102589.157221705,10440000.0
0.046729,8290000.0,60102589.157221705,10440000.0
0.04705,7550000.0,60102589.157221705,10440000.0
0.047293,8130000.0,60102589.157221705,10440000.0
0.047559,8790000.0,60102589.157221705,10440000.0
0.047807,8040000.0,60102589.157221705,10440000.0
0.048115,7380000.0,60102589.157221705,10440000.0
0.048332,8460000.0,60102589.157221705,10440000.0
0.048635,10110000.0,60102589.157221705,10440000.0
0.049019,7460000.0,60102589.157221705,10440000.0
0.049285,8790000.0,60102589.157221705,10440000.0
0.049409,8130000.0,60102589.157221705,10440000.0
0.049734,8870000.0,60102589.157221705,10440000.0
0.049947,8130000.0,60102589.157221705,10440000.0
0.05029,7460000.0,60102589.157221705,10440000.0
0.050546,9200000.0,60102589.157221705,10440000.0
0.050744,9200000.0,60102589.157221705,10440000.0
0.05113,8290000.0,60102589.157221705,10440000.0
0.051396,8620000.0,60102589.157221705,10440000.0
0.051583,8710000.0,60102589.157221705,10440000.0
0.05188,7879999.999999999,60102589.157221705,10440000.0
0.052077,7710000.0,60102589.157221705,10440000.0
0.052542,7800000.0,60102589.157221705,10440000.0
0.052592,7879999.999999999,60102589.157221705,10440000.0
0.052881,8460000.0,60102589.157221705,10440000.0
0.053249,7630000.0,60102589.157221705,10440000.0
0.053572,8950000.0,60102589.157221705,10440000.0
0.053862,7960000.0,60102589.157221705,10440000.0
0.054144,9450000.0,60102589.157221705,10440000.0
0.054367,8950000.0,60102589.157221705,10440000.0
0.054574,7630000.0,60102589.157221705,10440000.0
0.054981,9040000.0,60102589.157221705,10440000.0
0.05543,9040000.0,60102589.157221705,10440000.0
0.055902,8210000.0,60102589.157221705,10440000.0
0.055917,8290000.0,60102589.157221705,10440000.0
0.056228,8950000.0,60102589.157221705,10440000.0
0.056541,10030000.0,60102589.157221705,10440000.0
0.056724,8710000.0,60102589.157221705,10440000.0
0.057021,8130000.0,60102589.157221705,10440000.0
0.057338,9120000.0,60102589.157221705,10440000.0
0.05763,7550000.0,60102589.157221705,10440000.0
0.057911,8540000.0,60102589.157221705,10440000.0
0.058146,8950000.0,60102589.157221705,10440000.0
