Strain,Stress,YoungsModulus,TensileStrength
0.012156,20480000.0,258568979.79146904,53000000.0
0.012325,20320000.0,258568979.79146904,53000000.0
0.012523,21310000.0,258568979.79146904,53000000.0
0.012523,20810000.0,258568979.79146904,53000000.0
0.012943,21640000.0,258568979.79146904,53000000.0
0.013061,21970000.0,258568979.79146904,53000000.0
0.013302,21879999.999999996,258568979.79146904,53000000.0
0.013405,23119999.999999996,258568979.79146904,53000000.0
0.013531,22629999.999999996,258568979.79146904,53000000.0
0.013549,20730000.0,258568979.79146904,53000000.0
0.0137,21970000.0,258568979.79146904,53000000.0
0.013821,22130000.0,258568979.79146904,53000000.0
0.013821,21310000.0,258568979.79146904,53000000.0
0.013833,21719999.999999996,258568979.79146904,53000000.0
0.014039,22629999.999999996,258568979.79146904,53000000.0
0.014189,22959999.999999996,258568979.79146904,53000000.0
0.014397,24940000.0,258568979.79146904,53000000.0
0.014574,24030000.0,258568979.79146904,53000000.0
0.014728,23780000.0,258568979.79146904,53000000.0
0.014814,23370000.0,258568979.79146904,53000000.0
0.015038,23620000.0,258568979.79146904,53000000.0
0.015223,23950000.0,258568979.79146904,53000000.0
0.015328,22209999.999999996,258568979.79146904,53000000.0
0.015585,25680000.0,258568979.79146904,53000000.0
0.015766,23370000.0,258568979.79146904,53000000.0
0.015926,24110000.0,258568979.79146904,53000000.0
0.016061,25019999.999999996,258568979.79146904,53000000.0
0.016222,24529999.999999996,258568979.79146904,53000000.0
0.016394,24770000.0,258568979.79146904,53000000.0
0.016626,23860000.0,258568979.79146904,53000000.0
0.016755,25520000.0,258568979.79146904,53000000.0
0.016901,24359999.999999996,258568979.79146904,53000000.0
0.017136,25850000.0,258568979.79146904,53000000.0
0.017284,27989999.999999996,258568979.79146904,53000000.0
0.017456,25680000.0,258568979.79146904,53000000.0
0.01766,26180000.0,258568979.79146904,53000000.0
0.017819,25100000.0,258568979.79146904,53000000.0
0.017996,25100000.0,258568979.79146904,53000000.0
0.018146,25760000.0,258568979.79146904,53000000.0
0.018272,27250000.0,258568979.79146904,53000000.0
0.018461,27330000.0,258568979.79146904,53000000.0
0.018666,26259999.999999996,258568979.79146904,53000000.0
0.018858,26510000.0,258568979.79146904,53000000.0
0.019014,27169999.999999996,258568979.79146904,53000000.0
0.01923,27410000.0,258568979.79146904,53000000.0
0.019476,27250000.0,258568979.79146904,53000000.0
0.019591,27250000.0,258568979.79146904,53000000.0
0.019822,27989999.999999996,258568979.79146904,53000000.0
0.020007,27250000.0,258568979.79146904,53000000.0
0.020175,28490000.0,258568979.79146904,53000000.0
0.020439,27829999.999999996,258568979.79146904,53000000.0
0.020553,27079999.999999996,258568979.79146904,53000000.0
0.020849,29060000.0,258568979.79146904,53000000.0
0.021017,28730000.0,258568979.79146904,53000000.0
0.021216,28490000.0,258568979.79146904,53000000.0
0.021455,29390000.0,258568979.79146904,53000000.0
0.021601,28570000.0,258568979.79146904,53000000.0
0.021768,29970000.0,258568979.79146904,53000000.0
0.022047,28980000.0,258568979.79146904,53000000.0
0.022247,29390000.0,258568979.79146904,53000000.0
0.022409,29310000.0,258568979.79146904,53000000.0
0.022651,28650000.0,258568979.79146904,53000000.0
0.022861,30140000.0,258568979.79146904,53000000.0
0.023023,27829999.999999996,258568979.79146904,53000000.0
0.023218,29060000.0,258568979.79146904,53000000.0
0.023508,28900000.0,258568979.79146904,53000000.0
0.02365,29719999.999999996,258568979.79146904,53000000.0
0.023949,29719999.999999996,258568979.79146904,53000000.0
0.024197,29719999.999999996,258568979.79146904,53000000.0
0.024309,29889999.999999996,258568979.79146904,53000000.0
0.02455,29970000.0,258568979.79146904,53000000.0
0.024757,30550000.0,258568979.79146904,53000000.0
0.024992,30140000.0,258568979.79146904,53000000.0
0.025252,28650000.0,258568979.79146904,53000000.0
0.02545,29480000.0,258568979.79146904,53000000.0
0.02564,29640000.0,258568979.79146904,53000000.0
0.025894,30880000.0,258568979.79146904,53000000.0
0.02618,31129999.999999996,258568979.79146904,53000000.0
0.026366,29559999.999999996,258568979.79146904,53000000.0
0.026515,31040000.0,258568979.79146904,53000000.0
0.026743,29719999.999999996,258568979.79146904,53000000.0
0.026988,31949999.999999996,258568979.79146904,53000000.0
0.027241,30379999.999999996,258568979.79146904,53000000.0
0.027474,30710000.0,258568979.79146904,53000000.0
0.027692,28490000.0,258568979.79146904,53000000.0
0.027945,30379999.999999996,258568979.79146904,53000000.0
0.028089,29310000.0,258568979.79146904,53000000.0
0.028354,31129999.999999996,258568979.79146904,53000000.0
0.02868,29810000.0,258568979.79146904,53000000.0
0.028832,30469999.999999996,258568979.79146904,53000000.0
0.029109,29810000.0,258568979.79146904,53000000.0
0.029423,30300000.0,258568979.79146904,53000000.0
0.02965,30880000.0,258568979.79146904,53000000.0
0.029859,30049999.999999996,258568979.79146904,53000000.0
0.030049,30550000.0,258568979.79146904,53000000.0
0.030369,30880000.0,258568979.79146904,53000000.0
0.030546,30300000.0,258568979.79146904,53000000.0
0.030802,31129999.999999996,258568979.79146904,53000000.0
0.031005,29559999.999999996,258568979.79146904,53000000.0
0.031262,31540000.0,258568979.79146904,53000000.0
0.031468,30710000.0,258568979.79146904,53000000.0
0.031737,31790000.0,258568979.79146904,53000000.0
0.031935,31040000.0,258568979.79146904,53000000.0
0.032222,31380000.0,258568979.79146904,53000000.0
0.03248,31380000.0,258568979.79146904,53000000.0
0.032686,30959999.999999996,258568979.79146904,53000000.0
0.033005,31619999.999999996,258568979.79146904,53000000.0
0.0331,30379999.999999996,258568979.79146904,53000000.0
0.033463,31040000.0,258568979.79146904,53000000.0
0.033656,30300000.0,258568979.79146904,53000000.0
0.033851,31459999.999999996,258568979.79146904,53000000.0
0.034194,29889999.999999996,258568979.79146904,53000000.0
0.034362,32039999.999999996,258568979.79146904,53000000.0
0.034618,30880000.0,258568979.79146904,53000000.0
0.034943,29810000.0,258568979.79146904,53000000.0
0.035164,30379999.999999996,258568979.79146904,53000000.0
0.035393,31459999.999999996,258568979.79146904,53000000.0
0.035665,30630000.0,258568979.79146904,53000000.0
0.03589,32200000.0,258568979.79146904,53000000.0
0.036182,30140000.0,258568979.79146904,53000000.0
0.036391,30550000.0,258568979.79146904,53000000.0
0.036683,30140000.0,258568979.79146904,53000000.0
0.036862,31459999.999999996,258568979.79146904,53000000.0
0.037079,31040000.0,258568979.79146904,53000000.0
0.037393,30630000.0,258568979.79146904,53000000.0
0.037552,31710000.0,258568979.79146904,53000000.0
0.03783,31790000.0,258568979.79146904,53000000.0
0.038151,31870000.0,258568979.79146904,53000000.0
0.038329,32200000.0,258568979.79146904,53000000.0
0.038618,31619999.999999996,258568979.79146904,53000000.0
0.038856,31790000.0,258568979.79146904,53000000.0
0.03908,31129999.999999996,258568979.79146904,53000000.0
0.039381,31289999.999999996,258568979.79146904,53000000.0
0.03964,32039999.999999996,258568979.79146904,53000000.0
0.039941,31949999.999999996,258568979.79146904,53000000.0
0.040071,32699999.999999996,258568979.79146904,53000000.0
0.040369,30880000.0,258568979.79146904,53000000.0
0.040651,31710000.0,258568979.79146904,53000000.0
0.040895,31040000.0,258568979.79146904,53000000.0
0.04121,32200000.0,258568979.79146904,53000000.0
0.0414,31289999.999999996,258568979.79146904,53000000.0
0.041645,32369999.999999996,258568979.79146904,53000000.0
0.041933,30550000.0,258568979.79146904,53000000.0
0.042253,31540000.0,258568979.79146904,53000000.0
0.042373,31210000.0,258568979.79146904,53000000.0
0.042612,33030000.0,258568979.79146904,53000000.0
0.042902,31870000.0,258568979.79146904,53000000.0
0.043176,31790000.0,258568979.79146904,53000000.0
0.043411,32120000.0,258568979.79146904,53000000.0
0.043752,31870000.0,258568979.79146904,53000000.0
0.043959,32450000.0,258568979.79146904,53000000.0
0.044237,32039999.999999996,258568979.79146904,53000000.0
0.044508,31710000.0,258568979.79146904,53000000.0
0.044768,31619999.999999996,258568979.79146904,53000000.0
0.045086,32200000.0,258568979.79146904,53000000.0
0.0453,32859999.999999996,258568979.79146904,53000000.0
0.045574,30959999.999999996,258568979.79146904,53000000.0
0.045859,32780000.0,258568979.79146904,53000000.0
0.046122,32369999.999999996,258568979.79146904,53000000.0
0.046337,32940000.0,258568979.79146904,53000000.0
0.04661,32450000.0,258568979.79146904,53000000.0
0.046804,32039999.999999996,258568979.79146904,53000000.0
0.047109,32200000.0,258568979.79146904,53000000.0
0.047388,32369999.999999996,258568979.79146904,53000000.0
0.047618,31949999.999999996,258568979.79146904,53000000.0
0.047896,31289999.999999996,258568979.79146904,53000000.0
0.048087,32200000.0,258568979.79146904,53000000.0
0.048375,31380000.0,258568979.79146904,53000000.0
0.048558,32280000.0,258568979.79146904,53000000.0
0.048869,30799999.999999996,258568979.79146904,53000000.0
0.049212,33110000.0,258568979.79146904,53000000.0
0.049384,31870000.0,258568979.79146904,53000000.0
0.049621,32780000.0,258568979.79146904,53000000.0
0.049893,32529999.999999996,258568979.79146904,53000000.0
0.050175,32200000.0,258568979.79146904,53000000.0
0.050412,30710000.0,258568979.79146904,53000000.0
0.050707,32859999.999999996,258568979.79146904,53000000.0
0.050952,32039999.999999996,258568979.79146904,53000000.0
0.051158,31540000.0,258568979.79146904,53000000.0
0.051515,33110000.0,258568979.79146904,53000000.0
0.051787,32450000.0,258568979.79146904,53000000.0
0.052035,32369999.999999996,258568979.79146904,53000000.0
0.052289,32610000.0,258568979.79146904,53000000.0
0.052511,33030000.0,258568979.79146904,53000000.0
0.052726,32610000.0,258568979.79146904,53000000.0
0.05303,33270000.0,258568979.79146904,53000000.0
0.053237,32280000.0,258568979.79146904,53000000.0
0.05348,32369999.999999996,258568979.79146904,53000000.0
0.053787,33690000.0,258568979.79146904,53000000.0
0.054043,33270000.0,258568979.79146904,53000000.0
0.054291,31289999.999999996,258568979.79146904,53000000.0
0.054505,32699999.999999996,258568979.79146904,53000000.0
0.054841,32859999.999999996,258568979.79146904,53000000.0
0.055063,32529999.999999996,258568979.79146904,53000000.0
0.055249,32200000.0,258568979.79146904,53000000.0
0.055527,32039999.999999996,258568979.79146904,53000000.0
0.055712,33110000.0,258568979.79146904,53000000.0
0.055946,32280000.0,258568979.79146904,53000000.0
0.056295,33600000.0,258568979.79146904,53000000.0
0.056492,33520000.0,258568979.79146904,53000000.0
0.056764,32699999.999999996,258568979.79146904,53000000.0
0.057024,33030000.0,258568979.79146904,53000000.0
0.057313,33850000.0,258568979.79146904,53000000.0
0.057575,32280000.0,258568979.79146904,53000000.0
0.05776,33930000.0,258568979.79146904,53000000.0
0.058018,33440000.0,258568979.79146904,53000000.0
0.058299,33440000.0,258568979.79146904,53000000.0
0.058568,33189999.999999996,258568979.79146904,53000000.0
0.058792,32859999.999999996,258568979.79146904,53000000.0
0.059022,33360000.0,258568979.79146904,53000000.0
0.059256,32699999.999999996,258568979.79146904,53000000.0
0.059555,33030000.0,258568979.79146904,53000000.0
0.059765,34760000.0,258568979.79146904,53000000.0
0.060044,33270000.0,258568979.79146904,53000000.0
0.060174,33360000.0,258568979.79146904,53000000.0
0.060588,32120000.0,258568979.79146904,53000000.0
0.060709,32699999.999999996,258568979.79146904,53000000.0
0.061022,31619999.999999996,258568979.79146904,53000000.0
0.061292,32859999.999999996,258568979.79146904,53000000.0
0.061518,33110000.0,258568979.79146904,53000000.0
0.061732,32940000.0,258568979.79146904,53000000.0
0.062059,32780000.0,258568979.79146904,53000000.0
0.062267,32780000.0,258568979.79146904,53000000.0
0.062618,32610000.0,258568979.79146904,53000000.0
0.062769,33850000.0,258568979.79146904,53000000.0
0.063012,33850000.0,258568979.79146904,53000000.0
0.063319,32780000.0,258568979.79146904,53000000.0
0.063545,34430000.0,258568979.79146904,53000000.0
0.063867,33930000.0,258568979.79146904,53000000.0
0.064043,32610000.0,258568979.79146904,53000000.0
0.064358,34510000.0,258568979.79146904,53000000.0
0.064585,33440000.0,258568979.79146904,53000000.0
0.064809,34920000.0,258568979.79146904,53000000.0
0.065064,33110000.0,258568979.79146904,53000000.0
0.065356,33440000.0,258568979.79146904,53000000.0
0.065609,34100000.0,258568979.79146904,53000000.0
0.065856,33600000.0,258568979.79146904,53000000.0
0.066116,34430000.0,258568979.79146904,53000000.0
0.06644,34760000.0,258568979.79146904,53000000.0
0.066658,34840000.0,258568979.79146904,53000000.0
0.066868,33690000.0,258568979.79146904,53000000.0
0.067086,34020000.0,258568979.79146904,53000000.0
0.06739,33520000.0,258568979.79146904,53000000.0
0.067619,32699999.999999996,258568979.79146904,53000000.0
0.067868,33520000.0,258568979.79146904,53000000.0
0.068161,34430000.0,258568979.79146904,53000000.0
0.068406,34180000.0,258568979.79146904,53000000.0
0.068632,33850000.0,258568979.79146904,53000000.0
0.068895,33189999.999999996,258568979.79146904,53000000.0
0.069167,33270000.0,258568979.79146904,53000000.0
0.069392,34180000.0,258568979.79146904,53000000.0
0.069701,34510000.0,258568979.79146904,53000000.0
0.069929,34260000.0,258568979.79146904,53000000.0
0.070123,33930000.0,258568979.79146904,53000000.0
0.070395,33030000.0,258568979.79146904,53000000.0
0.070395,33520000.0,258568979.79146904,53000000.0
0.070877,33770000.0,258568979.79146904,53000000.0
0.071232,34020000.0,258568979.79146904,53000000.0
0.071389,33270000.0,258568979.79146904,53000000.0
0.07168,33360000.0,258568979.79146904,53000000.0
0.071947,33440000.0,258568979.79146904,53000000.0
0.072223,33690000.0,258568979.79146904,53000000.0
0.072496,33770000.0,258568979.79146904,53000000.0
0.072725,33360000.0,258568979.79146904,53000000.0
0.072991,34350000.0,258568979.79146904,53000000.0
0.073094,34590000.0,258568979.79146904,53000000.0
0.073434,35830000.0,258568979.79146904,53000000.0
0.073686,34180000.0,258568979.79146904,53000000.0
0.073859,34590000.0,258568979.79146904,53000000.0
0.074201,35670000.0,258568979.79146904,53000000.0
0.074359,33850000.0,258568979.79146904,53000000.0
0.074674,33930000.0,258568979.79146904,53000000.0
0.074854,34260000.0,258568979.79146904,53000000.0
0.075121,33850000.0,258568979.79146904,53000000.0
0.075381,34760000.0,258568979.79146904,53000000.0
0.075563,34260000.0,258568979.79146904,53000000.0
0.0758,35580000.0,258568979.79146904,53000000.0
0.076159,34100000.0,258568979.79146904,53000000.0
0.076364,35010000.0,258568979.79146904,53000000.0
0.076702,34350000.0,258568979.79146904,53000000.0
0.076874,35170000.0,258568979.79146904,53000000.0
0.077162,34590000.0,258568979.79146904,53000000.0
0.077498,35010000.0,258568979.79146904,53000000.0
0.077646,35170000.0,258568979.79146904,53000000.0
0.077907,35750000.0,258568979.79146904,53000000.0
0.078125,33930000.0,258568979.79146904,53000000.0
0.078393,34430000.0,258568979.79146904,53000000.0
0.078705,33770000.0,258568979.79146904,53000000.0
0.078866,34260000.0,258568979.79146904,53000000.0
0.079148,34510000.0,258568979.79146904,53000000.0
0.079428,34350000.0,258568979.79146904,53000000.0
0.079587,35670000.0,258568979.79146904,53000000.0
0.079908,35750000.0,258568979.79146904,53000000.0
0.080167,35170000.0,258568979.79146904,53000000.0
0.080362,34590000.0,258568979.79146904,53000000.0
0.080721,35170000.0,258568979.79146904,53000000.0
0.080915,34590000.0,258568979.79146904,53000000.0
0.081126,35090000.0,258568979.79146904,53000000.0
0.081427,35340000.0,258568979.79146904,53000000.0
0.081619,35500000.0,258568979.79146904,53000000.0
0.081816,35500000.0,258568979.79146904,53000000.0
0.082211,35250000.0,258568979.79146904,53000000.0
0.082441,35580000.0,258568979.79146904,53000000.0
