Strain,Stress,YoungsModulus,TensileStrength
0.012298,12390000.0,147692399.63419986,27330000.0
0.013678,12480000.0,147692399.63419986,27330000.0
0.014906,12719999.999999998,147692399.63419986,27330000.0
0.01567,12480000.0,147692399.63419986,27330000.0
0.015879,12480000.0,147692399.63419986,27330000.0
0.016014,12970000.0,147692399.63419986,27330000.0
0.016735,13879999.999999998,147692399.63419986,27330000.0
0.017415,13470000.0,147692399.63419986,27330000.0
0.017937,12639999.999999998,147692399.63419986,27330000.0
0.018075,13710000.0,147692399.63419986,27330000.0
0.018315,12810000.0,147692399.63419986,27330000.0
0.018459,12970000.0,147692399.63419986,27330000.0
0.018967,12639999.999999998,147692399.63419986,27330000.0
0.018986,13380000.0,147692399.63419986,27330000.0
0.019118,14130000.0,147692399.63419986,27330000.0
0.019287,14130000.0,147692399.63419986,27330000.0
0.019632,14460000.0,147692399.63419986,27330000.0
0.019767,13630000.0,147692399.63419986,27330000.0
0.019836,12639999.999999998,147692399.63419986,27330000.0
0.020336,13710000.0,147692399.63419986,27330000.0
0.020384,14369999.999999998,147692399.63419986,27330000.0
0.020421,14950000.0,147692399.63419986,27330000.0
0.020934,13960000.0,147692399.63419986,27330000.0
0.021009,14289999.999999998,147692399.63419986,27330000.0
0.021107,14540000.0,147692399.63419986,27330000.0
0.02132,15449999.999999998,147692399.63419986,27330000.0
0.021757,13550000.0,147692399.63419986,27330000.0
0.021872,15449999.999999998,147692399.63419986,27330000.0
0.021957,14540000.0,147692399.63419986,27330000.0
0.022437,13630000.0,147692399.63419986,27330000.0
0.022476,13879999.999999998,147692399.63419986,27330000.0
0.022591,14130000.0,147692399.63419986,27330000.0
0.022737,14460000.0,147692399.63419986,27330000.0
0.023236,14369999.999999998,147692399.63419986,27330000.0
0.023301,14870000.0,147692399.63419986,27330000.0
0.023422,14790000.0,147692399.63419986,27330000.0
0.023969,16190000.0,147692399.63419986,27330000.0
0.024009,14699999.999999998,147692399.63419986,27330000.0
0.02405,13710000.0,147692399.63419986,27330000.0
0.024576,15280000.0,147692399.63419986,27330000.0
0.024781,14369999.999999998,147692399.63419986,27330000.0
0.024801,15529999.999999998,147692399.63419986,27330000.0
0.025347,15280000.0,147692399.63419986,27330000.0
0.02546,15280000.0,147692399.63419986,27330000.0
0.025511,15529999.999999998,147692399.63419986,27330000.0
0.025633,15280000.0,147692399.63419986,27330000.0
0.025998,16190000.0,147692399.63419986,27330000.0
0.026165,14790000.0,147692399.63419986,27330000.0
0.026218,16190000.0,147692399.63419986,27330000.0
0.026218,15360000.0,147692399.63419986,27330000.0
0.02624,14289999.999999998,147692399.63419986,27330000.0
0.026437,15690000.0,147692399.63419986,27330000.0
0.026736,15690000.0,147692399.63419986,27330000.0
0.026882,16110000.0,147692399.63419986,27330000.0
0.027099,16270000.0,147692399.63419986,27330000.0
0.02738,16850000.0,147692399.63419986,27330000.0
0.027505,16019999.999999998,147692399.63419986,27330000.0
0.027854,16270000.0,147692399.63419986,27330000.0
0.028156,15449999.999999998,147692399.63419986,27330000.0
0.028315,15859999.999999998,147692399.63419986,27330000.0
0.028569,15859999.999999998,147692399.63419986,27330000.0
0.028786,16110000.0,147692399.63419986,27330000.0
0.029031,15859999.999999998,147692399.63419986,27330000.0
0.029309,14870000.0,147692399.63419986,27330000.0
0.029541,16349999.999999998,147692399.63419986,27330000.0
0.029777,17760000.0,147692399.63419986,27330000.0
0.029938,16019999.999999998,147692399.63419986,27330000.0
0.03021,16930000.0,147692399.63419986,27330000.0
0.030462,15610000.0,147692399.63419986,27330000.0
